subnum,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q41_First Click,Q41_Last Click,Q41_Page Submit,Q41_Click Count,Q1 RP1,Q2 RP2,Q3 RP3,Q4 RP4,Q5 RP5,Q6 RP6,Q7 RP7,Q8 RN1,Q9 RN2,Q10 RN3,Q11 RN4,Q12 RN5,Q13 RN6,Q14 RN7,Q15 LP1,Q16 LP2,Q17 LP3,Q18 LP4,Q19 LP5,Q20 LP6,Q21 LP7,Q22 LN1,Q23 LN2,Q24 LN3,Q25 LN4,Q26 LN5,Q27 LN6,Q28 LN7,Q42_First Click,Q42_Last Click,Q42_Page Submit,Q42_Click Count,age,gender,gender_3_TEXT,tech,comments,hitId,assignmentID,workerId,country,confirmation_code
60,12/23/20 8:25,12/23/20 8:28,0,100,158,1,12/23/20 8:28,R_1OB7j4swISatcm1,anonymous,EN,0,0,8.47,0,,,,,,,,,,,,,,,,,,,,,,"22X2454,25X756,19X757,21C16,23C231,25C177,17X211,26C66,24C173,20X218,16X129,22X366,16X251,24X268,20X395,18C6,26X355,19X418,15X184,18C77,END","10C673,4X140,8X250,11C69,7X263,14X237,6X223,4C72,3C106,9X258,9C34,1X276,5C67,12X219,2X145,14X286,2X253,8X243,13C18,7X167,END","1C454,15C54,7C224,22C263,8C49,19C93,14C131,26X212,4C91,18X301,10C63,25X254,5C82,16X285,9C77,21X220,11X288,24X155,3C83,17X271,END","3C417,16X288,10C81,19C87,8C111,16C80,11C164,24X130,4C39,20X243,6X147,24C30,2X252,23X215,12C110,22C72,7C18,20C87,4X170,19X232,9X254,26X233,5C11,21C23,14X187,17C10,6C155,15X177,2C141,26C29,12X155,21X134,1C49,25C17,8X221,25X207,10X190,17C34,13C14,18C56,END","20X1257,15X249,16C98,15C187,26C63,24C74,21C307,23X979,25C209,21C70,20X298,26C110,24C163,22C75,18X203,25X230,17C41,25X232,19X311,22X242,21C65,20X240,18C58,16C103,26X152,21C42,16X269,23X194,26C162,15X282,24C77,20C115,18X455,18X608,19X360,17C106,23X252,22C77,17X309,19C71,END","4X472,26X236,11C65,25C129,12C93,24X389,6X246,18C135,1C67,15C101,13X281,20X229,3C144,16C89,8X362,21C131,14C34,19C259,5C166,22C21,END","13X513,26C88,8C103,19X302,14X266,17X324,3C120,26X235,5X272,20C60,9X253,22X172,9X190,17X262,7C115,23X266,6X235,25C21,7X158,25X335,13C63,15X207,11X269,16X220,1X197,21X222,11C88,16X259,10X279,23C57,5X274,21X214,2X284,24X270,12C65,18X274,4C94,20C69,2C65,15X117,END",2.693,15.511,15.816,4,44,2,,,well,,,anonymized,,6975162
61,12/23/20 8:23,12/23/20 8:28,0,100,290,1,12/23/20 8:28,R_3iRpGs8H3bsnhEB,anonymous,EN,7.183,7.498,7.968,2,,,,,,,,"20C1551,18C773,19C675,25C709,16C733,25C844,17C994,20X1271,18C668,22C965,23X1805,19C675,22C806,23X1115,15C756,26C966,24C876,21C748,15C654,21C708,END","1C1382,13X1770,8C1119,10C807,3C755,3C621,9C853,2C1581,4C940,7C645,11X1684,12C1746,14C742,6X1699,4C869,5X2102,10C778,13C949,8C684,1C956,END","2C1375,15C821,6X2639,25C1029,8C1492,16C1755,3C867,19C1142,9C915,17C951,14C744,24C776,12X1811,20C979,7X1597,21C676,4C661,26C755,10C669,23X1517,END","13C1190,24C740,9C757,25C828,12X1268,17C987,3C691,16C765,5C1108,18C692,7C811,26C750,10C683,26C844,8C844,22C667,14C974,19C795,14C1709,17C613,10C652,15C644,13C564,22C590,7X1020,20C701,2C884,15C532,4X1038,21C684,5X1844,20C883,6X1503,23X1277,11X1428,24C717,1C1564,21C741,3C701,19C725,END","23C1694,22C861,24C674,20C653,23C667,26C629,19C652,22C604,16C603,17C629,21C620,24C749,15C910,15C612,20C1012,23C724,23C620,17C684,17C533,21C660,25C765,19C651,24C803,22C907,16C861,17C686,26X826,20C618,19C654,16C565,25C572,26C1012,21C684,15X933,18C629,16C597,18C613,18C501,21C636,25C836,END","11X1806,25C1398,12X1836,23C1029,2C1292,20C885,13X1636,18C933,4C2453,19C820,9X1909,15C773,6C1476,24C780,14C1316,21C1874,5X1524,26C1077,3X1748,16C977,END","12X1137,16C1076,1X1356,17C692,11X1901,24X3788,13C1404,19C1444,8C1971,16C917,4X1533,18C684,11C2077,21C838,8C803,26C1061,2X1692,25C1331,5C1284,22C1389,10X1899,22C1837,6C1189,15C827,2C1676,18C837,7C821,20C748,14C1028,15C684,7C1957,23X1490,9C854,21C1005,5X2024,17C867,3C828,25C1028,10C1060,24C1189,END",,,,,,,,,,,,,,,1.996,1.996,4.879,1,28,1,,,,,,anonymized,,781625
62,12/23/20 8:24,12/23/20 8:29,0,100,265,1,12/23/20 8:29,R_3J8FYiksRSSuch5,anonymous,EN,0,0,7.254,0,,,,,,,,,,,,,,,"21C807,15C810,19C700,23X1864,16C811,17C773,22C691,26C665,25C641,15C840,16C824,17C831,19C663,23C730,24C658,21C722,18C740,20C712,24C758,26C662,END","8C1101,6C1897,9C742,5C862,3C695,4C756,7C726,5C671,10C682,1C841,13C724,2C851,14C725,3C672,2C1081,14X1059,11C704,9C907,12C636,11X813,END","4C1607,20C637,6C842,16C729,14C886,15C692,3C1305,18C752,13C706,17C745,10C849,26C691,7C780,21C669,9X1392,25C882,5C775,24C801,12C1032,22C670,END","13C1282,20C773,10C994,16C712,7C919,24C671,2C847,15X836,12C949,22C913,14C701,21C609,5C801,15C731,9C773,18C732,13C777,16C740,2C855,17C688,1X1324,25C725,11C897,26C746,3C762,23C924,1X1515,17C957,8C1040,20C722,10C710,19C709,3C893,22C670,6C656,23C756,9C615,26C896,4C895,25C728,END","15C924,23C711,21C709,15C778,26C801,18C740,22C746,24C675,26C696,16C907,19X989,20X1016,23C837,21C801,23C567,21C651,22C885,24C771,20C555,17C624,24C945,22C757,17C573,16C661,16C526,19C691,17C632,18C600,26C792,23C763,25C679,19X826,20C666,20C534,26C730,25C710,18C545,17C582,25C591,15C978,END","10X1287,20C768,13C769,23C761,1X1676,26C1241,9C1643,19C656,14C705,17C667,6C1249,24C734,7C1253,22C709,5X1163,25C901,8X1275,16C638,2C857,18C707,END","13C1680,23C672,3C1385,20X775,8C921,22C995,1C1396,23C823,11X1527,16C718,12X1438,16C1249,9C1116,24C853,11C944,15C627,2C839,21C688,6X1311,24C1185,9C1091,17C679,2C939,19C701,13C1125,21C650,7C901,19C652,10C845,26X886,7C1783,18C744,5C817,20C714,3C885,25C956,4C927,25C735,14C1076,18C501,END",,,,,,,,2.878,2.878,6.424,1,26,2,,,,,,anonymized,,1950900
63,12/23/20 8:24,12/23/20 8:29,0,100,294,1,12/23/20 8:29,R_2TT2EtzmKOjKgN4,anonymous,EN,0,0,8.057,0,,,,,,,,,,,,,,,"17C2458,24C1080,22X1751,15C865,21C1120,25C790,24C821,20C802,16C714,23C1068,19C1159,26X2116,18C921,17C601,19C573,15C700,16C573,23C1200,22C594,25C596,END","14C2008,5C1059,12C1341,4X1523,1C811,1X463,9X516,9C351,7X737,4C313,8X846,2X684,10C334,11X711,11C193,12C257,3C218,2X831,6C165,13C251,END","5X2482,19C763,6C715,26C611,1C395,17X780,14X594,22X595,9X494,15C232,11C214,18C307,2X678,25X653,10X903,21X737,12X437,23C144,7X777,20C747,END","7X2280,22C1366,13C1615,18C876,4C1452,22C1678,3X2292,17C993,7C797,15C307,14C1546,16C766,13X1116,21C687,12X1173,26X1628,12C1236,18X1328,6C942,26C2181,14C1139,19C766,5C928,25C1301,8X1701,19C1542,3X1475,24X641,10X514,16X833,2C1434,15C778,4C567,21C727,9X1503,20C678,11C1803,25C781,1C1153,23X1262,END","16C1114,18C645,26X1086,25X739,21C109,15X604,16X393,19C232,17C207,22X342,22C174,22C165,24C184,26C193,21C213,24X631,25X760,20X877,21C321,16C347,23C340,18C340,20X818,19C251,16X525,18C137,22X634,15C196,19X616,26X662,23X693,25C356,15X1338,23C901,26C776,20C839,17C698,24C688,19C747,17C488,END","13X2393,24X1296,5X1165,19X426,9X587,17X850,2X2325,22X1989,3C1574,18X865,10C1549,25C1412,4C1332,26C396,12X2036,16C325,14C400,20X621,6X634,23X682,END","6X1017,23C311,9X750,15C360,14C402,19C382,8C374,24C3137,13X2762,16C1254,4X1984,18C1171,8C1539,26C906,2C1491,23C1129,7C929,16C670,14C1744,17C664,1C1027,21X1200,2C271,22X773,5C321,24C267,4C276,21C229,10C480,18X796,11C206,17X814,1X645,22C175,9X626,19X510,12C192,20X706,3X840,25X1058,END",,,,,,,,2.274,2.65,11.278,2,22,1,,,none,,,anonymized,,5915517
64,12/23/20 8:22,12/23/20 8:29,0,100,402,1,12/23/20 8:29,R_1jW0cA0WaMgZ0NM,anonymous,EN,0,0,17.091,0,,,,,,,,,,,,,,,,,,,,,,"22C1267,24C907,19C659,15C698,21C615,21C575,24X1191,17C725,26C851,20C898,20C581,15C700,26C746,16C756,25C707,18C766,23C799,19C751,25C747,17C692,END","11C1135,12C987,11C690,2X1722,9C1127,8C818,14C852,4C835,13C850,8C769,10C620,4C824,6X1713,1X3066,1C575,5X3767,2C1153,3C1067,7C1570,14C858,END","14C1315,25C1050,6C1569,24C1129,8C1139,15C687,13C700,26C1190,11C1009,17C1191,10X1348,19C165,1C1730,23C1676,3C1683,22C815,2C830,16C734,7C1216,18C892,END","11C1343,15C559,11C905,16C632,8C736,22C764,2C775,26C789,5C817,19X1056,6C2855,20C992,4C1001,16C799,14C770,21C828,8X2357,18C1160,7C1022,21C758,6C996,23C876,3C861,26X3392,12X4218,17C1601,4C888,24C797,7C2396,17C730,13C1431,25C907,14C2175,24C744,9X2099,20C903,10C1769,23C1165,1C1046,18C862,END","22C913,20C678,24C737,23C703,16C702,15C812,23C671,18C989,20C816,18C606,15C729,22C598,23C766,21C590,15C903,19C696,26C1207,17C818,16C578,20C573,17C743,19C534,22C638,25C634,18C679,19C628,16C701,21C619,17C786,25C627,19C527,18C757,24C740,21C640,25C600,21C701,23C731,24C709,26C923,26C621,END","12X2609,24C1148,13C1362,20C1043,8C1131,16C980,6X2379,21X1036,9C2373,15C1204,1X2798,23C1336,4C1700,22C1005,5C1651,17C1117,7C980,19C711,14C1123,25C1022,END","13C1352,15C759,6C1608,19C766,8C1020,19X1300,9C1602,21C888,14C1606,25C961,10C1549,17C786,2C1041,20C792,11C985,26C1629,9C2402,24C929,4C1060,23C926,8C1184,18C730,7C1193,26C883,5C1329,22C852,3X2246,25C1280,6C1537,21C843,4C1325,24C825,12X2332,18C1242,14C1464,16C1229,7C1208,17C756,1C961,16C773,END",2.052,8.636,14.33,6,32,1,,,"None, thank you!",,,anonymized,,6693034
65,12/23/20 8:22,12/23/20 8:29,0,100,369,1,12/23/20 8:29,R_3KwufGRMB9Yw0VX,anonymous,EN,0,0,8.072,0,,,,,,,,,,,,,,,"24C1200,21C1025,22C752,18C775,26C854,26C680,23C835,16C765,18C742,17C700,15C686,16C700,23C804,25C644,15C696,20C1136,25C734,22C730,17C828,19C747,END","6X2192,14C1452,13C889,7C1543,5C910,12X1703,2C1891,1X2186,11C2381,4C1320,10C1126,9C1003,10C1037,12C1451,6X2313,5C2975,3C979,8C997,9C1245,7C1026,END","7C2552,20C1072,9C1946,24C923,3C1142,16C1327,11C932,22C937,13X2155,18C1934,1C2148,17C854,5X1939,15C812,4C909,21C796,8C987,23C785,10X1690,25C897,END","5C1400,21C890,12X2259,22C831,8X1853,22C908,1X2382,23C982,7C1525,18C772,10C1767,18C1066,2C1975,15C977,13X1397,17C868,5C996,19C890,6C1299,17C883,2C1236,20C840,9C1280,26C955,4C1587,21C777,3X1935,25C2704,11C2067,24C998,12C1116,25C891,9C976,19C781,10X1472,16X2950,4C1860,26C1170,14C804,15C938,END","24C799,24C595,26C1001,19C657,17C610,20C644,21C875,22C913,18C801,25C761,26C988,16C637,25C623,17C640,24X1128,23C906,22C695,17C611,16C544,23C876,19C702,18C711,15C729,26C1022,20C729,25C749,17C700,21C712,18C636,22C619,21C687,15C681,16C628,22C703,23C983,23C589,19X892,15C676,20C656,19C647,END","3C1539,20C963,4C1675,25C947,5C1669,21C852,10C858,23X2724,13C4504,17C1283,2C1446,18C774,6X1866,15C982,12X2880,26C1723,11C2188,19C861,9C1655,24C954,END","3X3591,21C1064,5C1263,26C1314,7C1385,16C816,12X1679,16C982,1C1048,24C1040,13C942,23C1355,14C1233,21C1169,11X2234,15C2257,8X2868,15C1010,10C1415,18C934,9C955,22C736,11X1593,17C780,7C1031,23C1023,2C1115,20C796,5C1168,22C1069,14C965,25C828,8C1013,17C985,4C1026,19C774,3X1911,19C888,6C1479,25X1207,END",,,,,,,,2.182,7.89,10.833,5,26,1,,,none,,,anonymized,,5070118
66,12/23/20 8:22,12/23/20 8:29,0,100,376,1,12/23/20 8:29,R_1LYQX8nf57azhrX,anonymous,EN,0,0,7.068,0,,,,,,,,,,,,,,,"21C1151,22C681,21C649,15C741,26C896,16C680,19C618,15C533,24C688,25C660,19C597,18C512,18C515,23C676,23C525,17C749,26C725,20C1061,17C748,24C901,END","14C2391,14C650,13C882,9C745,8C833,2C957,4C745,4C541,12C1715,5C745,10C933,1X3042,10C1755,11C1393,3C803,6C674,1C1077,7C802,2C881,12C728,END","1C1199,24C837,6C996,16C1140,9C1104,25C1352,10X1781,18C880,8C1544,15X1272,14C1472,20C859,12C1496,22C1005,5C956,21C918,7X1523,23C1598,4C1268,19C1085,END","12C1103,15X1072,5C954,20C684,3C959,23X1388,13C1046,17X809,5C1051,26X1619,4C1277,20C1034,2C772,19C779,8C859,26C811,9C1441,22C857,3C723,19C637,12C764,24C1282,13C1236,25C697,1X1120,18C603,10C821,23C901,11C1037,15X961,11C1684,18C1048,14C1176,16C800,6X1048,21X1529,7C1917,22C952,4C1602,21C853,END","24C824,17C749,16C994,15C777,26C1234,22X1257,21C725,15C928,26C1133,25C747,16C1605,20C845,23C881,25C913,20C866,22C1057,18C825,23C810,26C910,16C781,24C737,24C626,17C717,15C637,17C560,26C611,21C744,21C634,16C937,19X1164,22C677,25C578,18C596,19C920,21C923,20X856,20C587,19C816,18C716,23C810,END","9X1823,22C1145,5C904,17C937,13C1176,24X1637,6C1020,20C969,12C1125,18C709,3C1191,16C1173,14C903,23C1080,1X2167,26C1061,11C1089,25X923,7C1457,19X1813,END","2C1296,19C860,12C1603,23C1370,11X1899,24C897,10C1861,18C876,13C1457,21C792,5C949,18C741,8C717,22C868,12C821,26C880,3C1197,17C1106,4C1380,26C869,14X1352,15C1010,14C1282,15C1168,3C1332,25C960,10C1589,20X1292,2C1008,16C1062,5C897,20C957,6C979,23C963,9X1624,17C1196,7C1069,21C932,1C2035,25C1232,END",,,,,,,,3.037,63.085,82.307,6,35,2,,,"I've done several studies that involve categorizing like this, and I found this to be one of the hardest ones. It was hard for me to look quickly at a word and know if it was abstract or concrete. I've always found that I can classify pictures much faster than words in this type of study--my brain seems to process and categorize pictures faster, but kind of stall when processing words (I can read them quickly, but it takes longer to categorize them).",,,anonymized,,3388849
67,12/23/20 8:23,12/23/20 8:29,0,100,323,1,12/23/20 8:29,R_1hW46RErOAmXvkW,anonymous,EN,0,0,7.311,0,,,,,,,,,,,,,,,"15C3077,15C1838,18C974,16C654,22X2676,20X1487,24X1530,19C1353,26C1252,25C996,23C1049,17C867,24C891,20C952,21C917,17C812,18C947,21C869,26C998,25C713,END","2C2454,11C888,4C1058,4C775,8C1242,11C1262,12C832,3C787,14C987,5C808,9C1138,6C747,13C1157,7C773,2C760,3C832,10C1049,8C969,13C868,1X1369,END","14C1471,24C866,8C550,25C621,13C831,22C834,6C819,17C615,3C537,15X1386,5C692,16C570,1C469,26X1085,4C1036,23X1605,12C782,19C781,10C805,20C969,END","13C1045,21C719,2C784,26X1079,14C911,24C891,14C956,18C759,9C1035,22C696,1C798,25C750,7C850,20C749,3C572,19C643,7C563,23C835,6C667,26C737,8C991,16C737,12C723,17C827,8C690,17C716,10C733,18C703,11C940,23C799,3C776,25C693,4C530,20X1268,2C622,24X1098,9C874,15C836,5C778,15C850,END","19X2013,26C1763,20C933,16C865,21C742,22C1095,20C785,17C1153,25C749,25C866,26C806,19X1051,15C733,24C791,23X1123,22C909,24C627,21C406,15C788,15C728,25C732,15C773,22C828,16C806,17C1040,18C829,23C891,18C717,21C658,21C740,23C893,18C812,19X1060,25C757,19C608,24C726,20C832,17C636,16C679,26C756,END","10X2098,19C3333,14C1744,22C1000,6X1772,15C601,1X1718,25C649,7C509,26C486,13X1152,16X1403,3X1483,21X1526,11X1793,20X1012,4X1035,17C521,12C701,24X1190,END","11X2188,19C580,9C572,19C472,2X983,26X1733,13C453,21X1149,6X862,18C89,1C109,25X343,2X405,23C166,8X336,18C46,7X1024,24C324,4C264,20C3,10C257,20C270,10C982,15C515,5X1002,25C538,3C407,16C761,13C468,24X1060,3C397,22C212,12X781,15C489,5X1025,17X931,11C553,26X1131,14X1173,22X925,END",,,,,,,,2.987,6.195,9.914,2,43,1,,,,,,anonymized,,8952856
68,12/23/20 8:26,12/23/20 8:29,0,100,146,1,12/23/20 8:29,R_2R2IssGOSAZldTh,anonymous,EN,0,0,18.035,0,,,,,,,,,,,,,,,,,,,,,,"15C585,24X559,22X81,24C87,20X225,16X180,23C40,22C60,19X243,26X88,18X262,17C17,25C4,19X57,18X278,23C8,25C5,21C4,15X27,16X2096,END","9X341,5X129,4C55,14C90,11C132,1X98,3C51,2X68,10X300,5X125,2C59,14X345,13X158,7X50,6C112,3X124,13X195,8C4,12C11,8C4,END","8X626,21X123,11X185,16X271,6X62,23C184,3X166,19C125,9X247,25C139,7X164,22C171,4X161,18C63,12C4,15C8,5C78,26X135,14X212,20X213,END","5C95,15X204,6X163,17C197,13C179,18C119,2X216,19C8,7X160,22X106,4X108,24X110,5X74,19C36,9C80,16X118,10X77,24C193,14C119,26C62,4C175,16C76,1C119,25X206,14C92,25C38,11X230,23X125,13C14,17C45,8C20,21X60,1X202,15C186,9C43,23X145,3C227,20C183,12C43,26X154,END","17C348,23X187,26C12,22X123,24C63,26C93,23C38,26C45,25C64,25C48,22C41,18X81,22X290,24C67,17C15,17X201,20C184,25C112,26X181,16X199,18C157,15X195,21X146,24C79,19C25,15X228,17X246,18C148,20X195,19X210,20X221,15C93,21C46,19X305,21C21,16X336,15X296,23X318,24C74,16X78,END","8X371,15X181,6X237,24C15,3X279,23C68,12C170,18X253,2X144,22C7,5X318,20X162,9C29,21X417,14X310,16X370,4C157,17C202,11X314,26X319,END","7C191,26X284,6X288,15C110,9X357,21C95,8C105,16X189,10C5,16X270,12C3,25C204,13C75,15X199,9X366,22C127,12C101,17X208,2X138,24C37,11C172,20X217,5C105,24C53,3X170,25X329,1X244,17X75,1C14,22C46,7X146,23C217,14X24,19X159,10C101,18C163,2X118,20C139,4C157,23C44,END",2.184,10.488,16.462,6,43,1,,,Good study,,,anonymized,,9853121
69,12/23/20 8:22,12/23/20 8:29,0,100,398,1,12/23/20 8:29,R_1GxM8P0dohr01zN,anonymous,EN,0,0,8.267,0,,,,,,,,,,,,,,,,,,,,,,"15C1408,23X2380,20C1020,16C828,19C739,22C902,22C948,17C932,21C771,24C853,26C1052,21C1020,15X1300,26C1333,17C989,20C852,19C813,23X1612,18X1212,25C1021,END","12X3320,10X1836,8C1132,12C933,7C885,11X1606,6C828,4X1957,2C1140,7C861,13C1581,9C1037,5C892,14C1252,1C1109,4X1925,3C1493,1C1629,11C1141,8C1156,END","12X3774,26X2572,4X6300,16C1460,7C1155,21C1629,8C1381,15X1740,10X2581,20C1596,1X2875,24C2350,13C1956,23X2286,6X2508,19C1428,3X2181,22C1701,9X2397,17C1589,END","2C2559,16C1276,5C1269,17C1101,3C1309,23X2221,10C1404,19C1764,14C1493,23X2789,13X2293,15C1357,10C1685,21C1316,2C1972,20C1357,1X2212,21C1221,12X2156,25C980,7C1236,26X2083,9C1692,18C1173,11C1436,19C1708,7C1213,24C1445,4C1509,20C1260,8C1749,26X2061,5C2115,22C1108,13X2092,16X1637,6C1948,24C1188,12C1675,17C1045,END","22C934,26C1149,18C829,17C868,24C925,20C811,21C1083,15C996,25C965,23X1749,20C989,15X1316,23X2310,16C956,22C1068,23X1708,24C1254,18C868,15C1021,19C860,17C885,26C1028,24C1301,21C1012,22C1005,16C892,19C837,20C828,18C740,17C766,21C772,23C965,26C941,19C1244,25C948,25C1027,20C828,22C868,18C941,16C1188,END","6C1175,24C1093,12C1124,22C940,7C1269,26C973,11C1148,15C772,8C1068,25C916,1X1741,17C765,2C868,21C797,4X1525,16C884,13C1284,20C1606,9C1860,18C876,END","9C1575,15C828,8C1340,23X1564,13C1405,26C1074,6C871,16C740,5C869,20C788,8C1053,23C1101,10C1196,24C1054,2C820,21C804,4X1933,20C861,6C956,25C867,7C884,24C990,14X1685,18C749,14C1388,18C868,2C892,25C852,12C933,22C964,11C1637,17C827,3C877,19C779,7C766,22C852,1X1725,19C805,11C1260,16C819,END",2.483,13.16,15.9,4,40,2,,,,,,anonymized,,1859409
70,12/23/20 8:24,12/23/20 8:29,0,100,268,1,12/23/20 8:29,R_2azZQpXOPHKyJPT,anonymous,EN,2.36,2.36,10.685,1,,,,,,,,"16C752,22C1152,26C758,17C10148,25C668,16C535,17C488,20C553,18C553,18C562,23X1133,21C563,26C496,24C587,15X1033,20C542,23X1157,19C538,21C632,25C580,END","2X1935,11C868,12C739,6X1458,8C1100,7X1168,1C2553,14C758,3C809,10C792,11C891,13C843,9C811,4C662,4C647,8X866,10C758,3C1295,6C774,5C737,END","8C942,15C581,11C652,19C568,9X1062,21C630,10X1081,22C601,2C685,23X1387,4C822,18C594,1C746,20C626,3C818,24C672,12X1150,17C592,6C674,26C656,END","10C1199,26C701,11C684,17X712,10C582,18X583,8C618,24C678,7C723,15X929,9X1055,25X927,4C809,24C630,4X895,23C563,3C629,21C546,6X942,26X944,12X1073,16C624,3C684,22C616,2C748,18C589,13C628,16X1399,1C876,23C736,12X1166,17C652,13C629,20C589,5C759,22C643,5C672,20C678,14C711,19C568,END","22C576,25C631,23C558,26C714,18C503,26C562,23X945,25C611,21C617,20C615,22C658,23C606,24C745,21C538,18C755,17C655,26C634,19X923,15C637,17C523,16C591,24C1353,16C669,19C594,17C498,22C568,20C654,15C624,15C762,24X1027,24C568,20C630,22C721,15C674,18C638,25C632,16C593,18C538,19C599,21C609,END","14C798,22X893,1C1327,18C633,10C743,23C705,7C767,21C729,11C762,26C648,3C872,15C837,2C841,19C765,4C665,16C739,12C604,20C649,13C643,24X928,END","11C654,22C536,3C627,20C685,9C665,24C500,1C825,15C631,5C646,24C519,7C626,16C654,6C665,23C663,12C567,16C626,14C605,19C620,7C716,21C604,8X1074,20C632,10C578,18C664,1C882,18C598,4C640,23C681,3C607,26C558,13C573,17C620,9X1080,25X667,2C553,15X926,14C590,22C552,10C608,25C507,END",,,,,,,,,,,,,,,1.664,17.472,18.136,8,44,1,,all good,Thank you,,,anonymized,,5217882
71,12/23/20 8:23,12/23/20 8:29,0,100,382,1,12/23/20 8:29,R_1ILg4D1d7IEOrae,anonymous,EN,4.898,4.898,7.164,1,"23C1350,26C885,26C749,25C965,21C628,17C645,15C765,22C576,15C533,20X1476,18C644,20C510,23X1669,19X1694,19C742,18C814,16C870,22X1628,25X2020,24C1004,END","2X1799,6C701,2C629,14X1382,1C724,12X1429,3X1461,1C717,10X1630,13C829,10C773,9C773,11C805,8C740,7X1684,5C684,13X1412,4X1564,4X1756,14X1941,END","5C944,19C868,7C636,23X1229,8C868,26C765,10C1093,18C973,3X1485,25X1637,14C1492,16X1525,13X1803,24C692,2X1325,17C773,1C595,21X1293,9C557,20X1317,END","1C1904,21X1086,9C637,25C662,10C542,21C446,13C454,16X1029,8X1301,17X1404,5C716,25X1548,11C813,24C660,14C684,19C661,5C685,18C629,10X1149,26C717,7X1413,18C461,4C421,15C381,2C524,22X1109,11C343,22X1084,3X812,23X1493,7X1140,19C676,12X1453,23C709,3X1165,20C581,12X1077,16X1085,6C461,17C461,END","16X1992,15X1612,23X1165,17X1589,25X1461,20C645,20C781,19X1701,19C565,24X2453,25C572,15X1476,23X1485,19X1493,24X1781,16X2005,22X1508,22C749,23C803,22C540,20X2757,20X933,16C749,17C645,23X1373,21C621,24C718,18X1517,17C773,21X2269,18X1277,26X1244,25C637,18X1405,18C772,15C733,26X1589,26C557,END","4C1023,24C661,8X1516,22X1366,5C629,17X1293,10X1277,25X1605,3C844,23C492,1C428,16X1461,9C579,15C564,6X1452,20X1212,11X1397,26X1613,14X1645,19C829,END","13X1607,19C757,11C678,16X1230,5X1414,22C806,4C733,17X1245,6C1013,15C1149,2C797,15C749,6C501,18C453,2C517,20C413,7C765,24X1285,14X1438,21X1260,10X1669,26X1293,8X1893,22X1988,7C843,24X1684,9X1613,25C1909,13X1245,26X1541,11X1837,23X1405,14X1717,16C965,12C1797,19X1878,1X4710,20C1660,3X3452,23C684,END",,,,,,,,,,,,,,,,,,,,,,5.734,13.164,16.515,4,39,1,,no,good,,,anonymized,,2177856
72,12/23/20 8:21,12/23/20 8:29,0,100,475,1,12/23/20 8:29,R_2S2kD4MLUfdhOhz,anonymous,EN,0,0,10.945,0,,,,,,,,"17X3343,19C1067,18X7225,15X2653,19C1210,16C1444,22C1341,25C1114,26C1166,25C1414,24C1174,23C1189,18C1687,20X2437,17C1084,24C1377,20C1681,26X2257,21X2569,23C1380,END","4X2448,12X2582,3X2116,14X2550,11C909,1X2090,10X2069,8C1111,6X2209,9X2230,13C1070,11C1351,8X2776,12X2451,7X1946,5X1912,6X2186,4X2097,2C1868,2C999,END","14X2676,23C1580,12C1731,18C1535,5C1409,16C1459,11X2378,26C1447,9X2480,20C1346,2X2448,22C1351,3C1370,21C1821,6X2409,25C1546,1C1981,17C1240,8X2488,15X2483,END","5C1673,25X2507,1C1389,19C1188,7X2528,23C1345,12X2369,22C1029,10X2348,25X2137,9X1928,17C1429,10X1930,23C1180,13C1180,16C1174,1C1299,21X2280,2C1478,20C1412,6C1568,24C1426,4C1109,26X2361,11X2267,22C1373,3C1235,16C1118,2C1213,15X2602,13C1195,18C1400,14X2093,18C1026,8X2258,19C1044,14X2084,26X1944,7X1968,15C1789,END","23C1259,24C1220,17X2708,15C1630,15C1462,15C1042,25C1248,19C1565,16C1165,19C1120,21X2503,22X2348,21X2109,22C1070,17C1453,20C1292,25C1369,18C1308,23C1383,16C1211,22X1940,16C1111,21X2178,17C1420,26C1851,18C1335,24C1439,19X3539,26C1317,18C1150,23C1068,24X1988,21C1146,20C1793,20C886,24X2305,26X2030,20C1310,25C1306,16C1316,END","9C1365,25C1740,14X2199,18C1476,1X2201,23X1983,4C1700,21X2335,7X1910,15C1030,3C1350,20C2021,11C1288,19C1759,5C1089,17C14418,13C1301,26C1568,12C1522,22C1609,END","8C1398,26C1477,4X2134,24X2286,12C1280,16C1182,6C1930,20C1219,1X2508,23X2409,3X2277,18C1024,7X2541,19X2149,10C1263,21X2546,13C1253,16C1234,9C1268,25C1487,4C1376,20C1559,9C1236,26C1513,10C1248,17C1479,11C1088,22C1669,6C1565,15C1416,5C1164,19C1219,13C1070,18C1107,2X2425,23C1030,14C1031,21X2583,5X2028,22C1564,END",,,,,,,,,,,,,,,3.34,16.56,22.292,2,37,1,,None,no comments,,,anonymized,,5794017
